sentence,difficulty
"Au moment de payer,  au Sud de hautes montagnes les séparaient presque entièrement du reste du monde.",B2
"Le 7 mars 1815, les dames étaient de retour, depuis l'avant-veille, d'un charmant petit voyage de Milan ; elles se promenaient dans la belle allée de platanes, récemment prolongée sur l'extrême bord barque parut, venant du côté de Côme, et fit des signes singuliers. Le député invite également à prendre en considération les nombreux avantages du vélo sur l'écologie et ses bienfaits sur la santé des salariés qui sont plus en forme.",C1
"Pour l'heure,  les fermentations imprévisibles d'espèces putrescibles.",C2
"Je m'agitais ainsi intérieurement, lorsque je fis connaissance avec le comte de P ***, homme de quarante ans, dont la famille était alliée à la mienne. Ces gens vivent en autarcie totale.",C1
"Quelle est votre ville d'origine ? Sollicitée, elle n'a pas répondu aux multiples requêtes de l'AFP pour commenter ces évènements.",C1
Tu parles bien anglais. Je lui ai demandé ce que nous devions faire.,A2
"Une appellation introduite en 1972, très pratique à utiliser dans le cadre des magazines télévisés ou des hebdomadaires de société, puisqu'en deux mots tout est dit. Voyager c'est bien mais voyager responsable c'est encore mieux !",B2
"C'est un parc où les gens viennent se promener en famille et entre amis Il est vrai que Pierre a moins de livres que ses amis, mais les siens sont meilleurs.",B1
Je ne sais pas. On s'est tout de suite très bien entendues.,A1
"Vous avez une réduction ? Un sapin fraîchement coupé est installé dans la cuisine ou le salon, et décoré à l'aide de guirlandes colorées et de boules de noël",B2
"Je trouve qu'une lecture comme ça aide beaucoup à apprendre à mieux prononcer,  un passé dont il nous entoure.",C2
"Désormais,  la langue menacée subit un processus qui passe généralement par trois étapes.",C1
J'aime beaucoup toute ma famille Je me sens bien.,A2
Je ne sais pas si j'ai assez d'argent pour vous accompagner Le journaliste lui a posé des questions auxquelles il a répondu sans hésitations.,B2
"Pourquoi tu prends ce risque ? Les gamins, vêtus pareillement à leurs papas, semblaient incommodés par leurs habits neufs (beaucoup même étrennèrent ce jour-là la première paire de bottes de leur existence), et l'on voyait à côté d'eux, ne soufflant mot dans la robe blanche de sa première communion rallongée pour la circonstance, quelque grande fillette de quatorze ou seize ans, leur cousine ou leur soeur aînée sans doute, rougeaude, ahurie, les cheveux gras de pommade à la rose, et ayant bien peur de salir ses gants.",C2
Je suis en train de repeindre ma chambre. Une partie de l'énergie fournie pour se déplacer est transformée en chaleur.,B1
Je prends congé aujourd'hui : je suis fatigué et j'ai besoin de repos. On peut avoir le contrat à condition de faire vite.,B1
"La société m'importune, la solitude m'accable. La formation s'achèvera par un contrôle pour savoir si le propriétaire a intégré les connaissances.",C2
"Il n'est guère étonnant,  et ce mot était mauvais",C2
"C'est pourquoi,  j'ai passé la journée à Paris avec mon frère",C2
"Une fois déchiquetées et séchées, elles sont alors agglomérées en petits cylindres appelés ""palettes"". Le démon voulait trouver une cachette pour ne pas revoir la méchante femme.",B2
"Jusqu'à ce récit exceptionnel qu'est Migrations, premier roman de l'Australienne Charlotte McConaghy, sur des vies à bout de souffle. Jamais.",C1
"Envoie le message à tes amis, d'accord ? Tout le monde a bien mangé.",A2
Je me précipite sur celle terre qui devrait s'entrouvrir pour m'engloutir à jamais ; je pose ma tête sur la pierre froide qui devrait calmer la fièvre ardente qui me dévore. La mère de Thom est fatiguée par la longue marche.,C2
"Comme mon père parlait toujours du côté de Méséglise comme de la plus belle vue de la plaine qu'il connût et du côté de Guermantes comme du type de paysage de rivière, je leur donnais, en les concevant ainsi comme deux entités, cette cohésion, cette unité qui n'appartiennent qu'aux créations de notre esprit ; la moindre parcelle de chacun d'eux me semblait précieuse et manifester leur excellence particulière, tandis qu'à côté d'eux, avant qu'on fût arrivé sur le sol sacré de l'un ou de l'autre, les chemins purement matériels au milieu desquels ils étaient posés comme l'idéal de la vue de plaine et l'idéal du paysage de rivière, ne valaient pas plus la peine d'être regardés que par le spectateur épris d'art dramatique les petites rues qui avoisinent un théâtre. Je me suis arrêté et je me suis bu une petite bière en terrasse.",C2
"Les habitants du monde entier sont invités à une assemblée extraordinaire à Nossiop pour réfléchir aux applications de cette nouvelle technologie et à ses conséquences pour l'humanité. En France, c'est l'enseignement catholique qui, le premier, a osé briser le tabou, en rediscutant des vices et vertus de la mixité depuis ses assises de décembre 2000.",C1
"À 40 ans,  y'en a deux",B1
Viens ici! Comment ?,A1
"Il vit un grand nombre de serpents qui en arrivant près d'un certain rocher le touchaient d'une herbe qu'ils tenaient à la bouche. Chez les gros utilisateurs, cette communication comblerait un ""vide existentiel"" et contrecarrerait une vie sociale ""réelle"" insatisfaisante.",C2
"Dans cette situation tout en cherchant d'autres facteurs possibles de maladie, un bilan du taux de ferritine, ainsi que d'autres tests peuvent être judicieux. On peut sortir tous les jours dans les bars ou en boîte",C1
"Paul a le numéro de téléphone de Marie. Après l'ambiance de luxe, ici c'est comme un village tranquille et traditionnel.",B1
"La spirale vicieuse, cette mécanique qui entraîne vers le bas, n'est pas, dans le discours des milieux populaires, liée à une conjoncture négative. Le bord du lac est vraiment magnifique et je fais beaucoup de sport.",B2
"Se sentant lésée,  et plus généralement pour les opérations mentales fondées sur l'abstraction",C2
"Or Skype refuse de donner aux autorités policières les clés qui leur permettraient de décoder les conversations téléphoniques des suspects faites avec le logiciel. Même à l'âge de 11 ans, on doit subir des contrôles dans toutes les matières.",C1
"En fait, je trouve que l'éducation est une bonne chose. Une indemnité versée aux cyclistes utilisant leur vélo pour se rendre au travail permet de réduire le coût d'achat du vélo et de participer aux frais d'entretien.",B2
"Je suis complétement en sécurité car j'ai une entière confiance en lui. Ensuite, on ira au cinéma du quartier qui organise tous les ans des séances spéciales",C1
"Considérant que leurs droits humains sont violés par les pays qui refusent de signer le protocole de Kyoto (Etats-Unis en tête),  crut que c'était un souvenir d'amour envoyé par Edgar.",C2
"Tout comme les comportements des animaux sont déterminés par l'instinct,  où il y avait du coiffeur et du toréador.",C2
Il fit ses valises énergiquement et vint à notre rencontre avec empressement et détermination. Nous nageons dans la piscine.,C1
"Certes, l'individu, actif et volontaire, est le seul initiateur de sa reconversion. Ce à quoi s'ajoute l'effet hautement déstabilisateur de la spéculation sur les matières premières.",C1
"L'immense majorité des déchets professionnels sont mêlés aux gravats ou aux emballages,  c'est leur droit.",C1
"C'est un fait inquiétant qu'on constate dans toutes les capitales européennes : les touristes séjournent de plus en plus dans des appartements loués sur des sites internet. Mais les arbres abattus croissaient de nouveau derrière eux, et les herbes et les broussailles repoussaient aussitôt que détruites, plus nombreuses et plus touffues, noyant la route commencée.",B2
"Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien. Ainsi, ils gagnent en effcacité et l'employeur en profte.",B2
"Outre que cela favoriserait notre épanouissement, un peu de paresse sauverait-il le monde ? Cet amour-propre était en tiers entre Ellénore et moi.",C2
"Les capacités intellectuelles masculines et féminines sont en moyenne les mêmes. Or, sur les quelque 6 000 langues qui existent actuellement dans le monde, la moitié compte moins de 10 000 locuteurs et un quart moins de 1 000.",C1
"Je m'appelle John. Allons, qui est celui qui veut ouvrir la liste ?",B1
"Ils ont tout planifié six mois à l'avance,  il commence à y avoir de la pluie et du vent.",B2
"Comme un rappel du massacre des quelque 60 millions de bisons orchestré à la fin du XIXe siècle pour venir à bout des ""PeauxRouges"". Il faut les fabriquer.",C1
"Pile au moment où on a le plus besoin de réconfort Alors, qu'est-ce qu'on leur donne là ?",A2
Mais des femmes ayant choisi d'autres disciplines scientifiques reconnaissent qu'elles n'ont même pas envisagé cette possibilité. On le trouvera ridicule et ce sera une catastrophe.,B2
"De quelles huées gouailleuses, de quelles curiosités grossières n'êut-il pas été l'objet et la victime! Il est bizarre ce chien.",B2
"Il me faut une botte de thym également Dans le cadre d'une recherche en sociolinguistique urbaine, s'intéressant aux parlers de jeunes en parcours d'insertion sociale et professionnelle, évoluant au sein de centres de formation, nous nous sommes interrogées sur la construction et l'hétérogénéité des interactions dans le cadre de situations de communication données, dont témoigne la diversité des corpus recueillis.",C2
"L'élastique s'est distendu. Tout cela réintroduit du secret, de l'oxygène et du ciel bleu dans la cohabitation entre parents et enfants, même s'il faut discuter de nouvelles normes d'usage afin de maintenir la convivialité et les liens familiaux.",B2
"Quelques sermons de quelques hypocondriaques sont-ils à ce point, parvenus à déconcilier l'Algérien avec sa santé ? Vous ne sortez pas souvent de votre zone parce que vous n'avez pas de moyen de transport.",C2
"""Me voilà."" Quand la femme vit le berger,  car il était évident que Jean-Michel Aphatie avait beaucoup de présence à la radio.",B1
"La salle commençait à se remplir,  merci.",C2
Vous avez des enfants ? Qu'est-ce que vous faites le soir ?,A1
"Tu revis des gens que tu eus connus depuis plusieurs années. Au fil de retours en arrière éclairant la vie passée de l'héroïne, l'écrivaine chronique par touches la disparition successive de plusieurs spécimens.",C2
"Il a les yeux marron. À cette occasion, les parents cachent des oeufs en chocolat dans la maison et le jardin, et les enfants s'amusent à les chercher.",A2
C'est ici que je cuisine des gâteaux et des pâtisseries. L'univers des francophones est un métissage unique et fertile,C1
"Le chien n'est pas le seul à apprendre ! Avec une rentabilité de 1 500 à 3 000 euros par chambre et par an, l'aventure tourne parfois court.",C1
"Par conséquent, l'entrée dans la liberté authentique, par opposition avec la liberté illusoire des désirs infinis, c'est l'entrée dans une véritable autonomie et c'est pouvoir devenir responsable de ses actes et pouvoir en répondre Tous les chiens de ses basses-cours composaient une meute dans le besoin ; ses palefreniers étaient ses piqueurs ; le vicaire du village était son grand aumônier.",C2
"J'ai froid Elle se caractérise par une fébricule, des courbatures, des adénopathies cervicales postérieures et parfois un purpura du voile du palais.",C2
"Malgré leur situation privilégié, ces chatons connurent déjà la misère, la famine et le froid extrême. John et Delphine se rencontrent pour la première fois sur une plage en face d'une hôtel.",C1
"Mais d'autres n'étaient pas d'accord : ""Son accent est tellement fort que l'auditeur va oublier ce qu'il dit"", ""La politique est un sujet trop sérieux pour être confié à une intonation aussi chantante*"" À la fin, Philippe Labro, alors vice-président de la station de radio, a expliqué : ""Il y a deux possibilités : soit son accent lui permettra d'être connu et ce sera très bien. Le Président de la République sera élu par les Français",B1
"La didascalie offre un éclairage totalement nouveau de l'oeuvre. Alain Le Roy, envoyé spécial du Président français pour l'initiative Afrique en réponse au Covid Une annulation, une annulation, une très forte restructuration, ou bien, dans certains cas, une annulation des dettes.",C2
Le travail permet en effet à l'Homme de se libérer d'aspects contraignant liés à l'existence humaine Les grands-parents de nos enfants aiment passer du temps avec nous lors des vacances.,C2
"Vous attendîtes la surprise que vos parents vous eurent promise Mes paroles amères furent considérées comme des preuves d'une Âme haineuse, mes plaisanteries comme des attentats contre tout ce qu'il y avait de plus respectable.",C2
La police cherche le voleur de mon vélo. Mes parents habitent dans un immeuble près de chez moi,A1
"De plus,  vous êtes sûr de ne rater aucune offre d'emploi grâce à notre système d'alerte personnalisé.",B2
Ses propos ultra-monarchiques irritaient les populations qu'on voulait plonger dans le sommeil et l'incurie. Un arrêté préfectoral indique pour chaque commune le mode de scrutin ainsi que le nombre des délégués et suppléants à élire.,C1
"Edgar,  culpabilité avec perte d'estime de soi et perte d'estime avec fuite dans les excès.",C2
L'objectif est de résuire les risques sanitaires et de diminuer les nuisances sur l'espace public Tout le monde n'a pas l'argent pour se payer une machine à laver.,B2
"Je n'arrive plus à dormir depuis quelques jours à cause de mes voisins et leurs travaux. Si sept millions de citadins rêvent de refaire leur vie aux champs, tous ne passent pourtant pas à l'acte. ""Il y a toujours un événement déclencheur"", constate la directrice de Changer tout.",B2
"Je ne te crois pas. Il aura de bons rapports avec la dernière femme de son père, Lucrezia Guglielmo Cortigiani, et laissera une note l'appelant ""chère et douce mère"".",C2
"J'ai commencé ma journée en jouant du piano. Pourtant, dans les années 1890, les garçons coiffeurs et les employés des grands magasins manifestent, avec le soutien de la CGT, pour obtenir une demi-journée de repos hebdomadaire.",C2
"Ce comédien joua dans plusieurs pièces que mon frère eut écrites. Chacune des categories est correlée à une situation donnée et possède une organisation syllabique, temporelle et mélodique specifiques.",C2
"Lorsqu'une jeune femme aveugle e effleuré cette inscription en braille sur le mur de l'église Sainte-Croix de Nantes, elle a éclaté de rire Le marché fut bientôt conclu.",C1
"Le jeudi est comme le mardi,  elle prendra une douche et elle se dépêchera pour aller au bureau.",B1
"Oui,  avant que l'humidité des caves morlaisiennes n'eût aigri sa sève et noué ses rameaux ?",C2
"Elle a remis de l'ordre sur son bureau,  un malheur.",B1
"Tout le chapelet de sociétés effectivement connectées, dont l'Antiquité méditerranéenne puis l'Europe médiévale ne formaient que l'extrémité occidentale, ne peut plus apparaître uniquement comme un ensemble d'anciennes civilisations plus ou moins rétives à la modernité, objets de l'orientalisme. Il met son plus beau costume et son chapeau",C2
"Nous vivons dans une jolie maison avec un grand jardin. Notre quartier est calme et paisible. C'est donc grâce à la générosité du grand public que, chaque année, près de 200 chiens trouvent un maître à guider.",B1
Est-ce qu'il y a des devoirs? C'est une manière de découvrir un endroit en évitant les lieux touristiques et en respectant le milieu naturel.,B1
"Le chemin est encore long pour que l'animé français soit à la hauteur de ses prestigieux concurrents. La dame du premier étage, sans doute la même qui m'a parlé au téléphone, me dit que Monsieur Lindon m'attend dans son bureau.",B1
"Pourquoi finalement le démon est-il retourné dans le trou sans fond ? Les industriels ont entrepris des recherches pour améliorer les procédés de fabrication, les rendre moins énergivores et limiter les déchets à la source, mais la question des matériaux déjà existants se pose aujourd'hui, bien que les besoins ne soient pas immédiats.",C2
"Le jour de Pâques est le jour de la résurrection du Christ D'autres ont été arrachées, non sans peine, de carènes de vaisseaux qu'elles avaient percées d'outre en outre, comme un foret perce un tonneau.",C2
Les jeunes sont moins soumis aux impératifs moraux qu'à ceux du succès. Soyons réceptif,C1
"Et pour les enfants,  3 500 têtes.",C1
"Quand il était à l'université, il a créé un group de rap avec son frère. On fait aujourd'hui en terminale ce qu'on faisait hier à l'université.",B1
"L'homme par qui le scandale est arrivé ne cachait pas son émotion. Si Dieu le veut Bonjour, Anne!",B1
"Sur 110 000 appels reçus par la ligne Jeunes écoute violence d'Ile-de-France en 2000,  les comètes étant les objets les plus primitifs du système solaire.",C1
"Il veut tout manger. La communication numérique offre la possibilité de combler de nombreux besoins existentiels, narcissiques et sociaux, difficiles à satisfaire dans la ""vie réelle"".",B2
Que donne le Père éternel à cet animal ? J'aime beaucoup l'école,A2
"Passionnée par l'histoire des civilisations disparues, elle veut être archéologue. Et pourquoi le sont-elles ?",C1
"La liberté est-elle une illusion Du fond de la ténèbre verte, toute criblée de gouttes de lumière, une petite forme humaine, pelotonnée dans son élan, déboula comme un lièvre.",C2
"Vous êtes une des copines de Zoé. Autre facteur, une plus faible médiatisation du sport féminin, avec ""moins de 20% du volume horaire des retransmissions sportives télévisuelles en 2016"", d'après des chiffres du Conseil supérieur de l'audiovisuel (CSA) cités dans l'étude.",C1
"On se revoit après que vous passez votre entretien dans l'entreprise. Mus par un cartésianisme extrémiste, les programmes sont concentrés sur la grammaire et l'apprentissage de règles théoriques, et se fondent principalement sur la mémorisation",C2
"Je mange une pomme. Une personne désappointée est une personne qui n'a pas obtenu ce qu'elle attendait, ce qu'elle espérait.",A2
"Et ça c'est à cause de l'école,  je dois monter un escalier",A2
"Après le cours,  nous fûmes soulagés",C2
"Aristocrate de naissance, il haîssait par instinct quatre-vingt-treize; mais philosophe par tempérament, et libéral par éducation, il exécrait la tyrannie d'une haine inoffensive et déclamatoire. Je recherche une personne pour garder mes enfants de 1 et 7 ans.",C1
"Nommez-les dans l'ordre. Il est bien, ce musée !",A1
"Pas de fête avec vous ce soir En 2020, le classique compte courant s'est imposé comme le produit d'épargne préféré des Français.",C1
"Loin d'une société oisive,  n'oubliez pas le maquillage",C2
"Il décrivait sa patrie comme une presqu'île desséchée et presque aride, semée pourtant d'oliviers ; mais bien qu'elle fût - il l'avouait lui-même - moins riante et moins fertile que le pays à l'ombre de la forêt, il en parlait avec tant d'amour, que le jeune prince demeurait sous le charme en l'écoutant. Mais les chocs pétroliers plongent la France dans la crise",C1
"L'essor du numérique et les nouvelles technologies promettent d'accroître la productivité en stimulant l'innovation,  doit impérativement ratifier le protocole de Kyoto pour que celui-ci entre en vigueur.",C1
"Le montant des recettes des impôts sur l'énergie dépend non seulement du taux d'imposition,  les tests actuels encouragent les élèves à développer une pensée personnelle.",C1
"""Si j'étais parent d'un collégien,  sans avoir à attendre une réforme du socle commun qui prendra des années.",C2
L'objectif est désormais pour les scientifiques de retrouver cette météorite sur le terrain ! Ils ont des étoiles plein les yeux,B1
"""Et nous disposons de technologies capables d'accroître considérablement la productivité des exploitations agricoles et de mieux maîtriser les ressources en eau"",  il y avait un petit café ouvert.",C1
Elle fait face à de nombreux défis et elle les relève. J'adore ça.,A2
"Tu fais tes devoirs. Le gouverneur de la colonie, William Bradford, décida alors de proclamer un jour de remerciement et d'action de grâce pour remercier Dieu de leur avoir donné une terre finalement si accueillante avec des indigènes si serviables",B2
"Vous prônez une ouverture de l'école sur le monde d'aujourd'hui,  estimant avoir fait leur part une fois rentrés à la maison.",B2
"Le restaurant ""Bon appétit"" recherche des serveurs pour l'été. Tu veux du sucre dans ton café",A2
"Tous les lundis,  la duplication de l'ADN se faisait par clonage moléculaire : la séquence d'intérêt était insérée dans le génome d'une bactérie et l'on se servait du taux de croissance élevé du micro-organisme pour obtenir autant de clones de la séquence d'ADN.",C2
"Avec son allure, il donne l'impression d'être le maître du monde. C'est dans ce village de 1638 habitants que sont implantés les locaux de la nouvelle émission de téléréalité.",A2
"Et,  VGE continue de rajeunir les codes",C1
"Aux premiers abords,  pour faire durer la nuit.",B2
"Une dame : Tout le monde aime aller chercher les oeufs. quand y'a pas une poule qui est en train de pondre. [Une poule glousse] Hein,  considèrent la chose du point de vue animal et soutiennent que les animaux ne doivent pas être considérés comme des 'ressources renouvelables' assujetties à l'exploitation humaine.",C1
"Et chaque hiver constitue une nouvelle menace. Ne t'inquiète pas, tu vas vite t'habituer à ta nouvelle vie.",B2
"Les trafiquants d'êtres humains prétendent garder les passeports de leur victimes pour mettre ces documents en lieu sûr. Mes voisins voulaient quitter le pays en cachette, une fois la nuit tombée.",B2
""" à ses proches Tu n'es pas seulement un lâche, tu es un traître, comme ta petite taille le laissait deviner.",B1
"Ils ont peint le mur sale de la cuisine. Il est tard, je rentre chez moi.",A2
"Alors après, on va bien distinguer dans les dettes : les dettes publiques, privées, multilatérales.Voilà, parce que de quelles dettes parle-t-on ? Il a mis un cadre rouge autour du tableau.",B2
Quelquefois je cherchais à contraindre mon ennui ; je me réfugiais dans une taciturnité profonde : on prenait cette taciturnité pour du dédain. Après cette déclaration héroïque la comtesse ne voulut plus des chevaux ni de la loge du comte N. Mais depuis quinze ans elle était accoutumée à la vie la plus élégante : elle eut à résoudre ce problème difficile ou pour mieux dire impossible : vivre à Milan avec une pension de quinze cents francs.,C2
C'est ici que je cuisine des gâteaux et des pâtisseries Elle cueillera les roses et elle les arrosera si nécessaire.,B1
"Merci de me remplacer pour servir les clients au magasin. Une indemnité versée aux cyclistes utilisant leur vélo pour se rendre au travail permet de réduire le coût d'achat du vélo et de participer aux frais d'entretien , précise Olivier Schneider, président de la FUB qui invite à ne pas voir le dispositif comme un privilège donné aux cyclistes, mais comme une façon de mettre le vélo sur un pied d'égalité avec les autres modes de transport.",B2
"Appuyez sur le bouton ""Marche"", en bas à droite de la machine. Elles font des cracracracracraaa ! Et moi j'en fais autant : on s'amuse !",A2
"Il a une longue expérience dans un grand nombre de restaurants,  de la terre et de l'écorce des arbres.",B1
"C'est dans cette voie - ouverte entre la timidité aristotélicienne et l'audace insensée des alchimistes - qu'allait passer toute la science de l'avenir. Bien, l'enquête est terminée, madame.",C2
"Sur les 40 hommes et femmes présents, 32 étaient séparés ou en instance de divorce. Qui a arrêté le policier voleur ?",C1
"Une vision qui rejoint celle de D. Méda : elle en appelle également à désenchanter le travail, c'est-à-dire à relativiser sa place dans nos sociétés au profit des activités sociales et politiques, qui développent l'autonomie et la coopération. Je me sens très bien dans ma nouvelle maison !",C2
La fête de Pâques en France est une fête de tradition catholique Je te propose un rendez-vous à 20 heures au bar,B1
La chaîne cryptée a lancé un buzz autour du cassoulet comme William Saurin et ses concurrents en auraient sûrement rêvé. Claude HAGÈGE est Professeur au Collège de France et Directeur d'études à l'École Pratique des Hautes Études,C1
"La trottinette électrique est aussi limitée aux pistes cyclables ou sur la chaussée,  en est convaincu.",B2
"Après la campagne Zéro Prospectus lancée par ELederc en septembre 2010,  j'ai lu un peu et j'ai dormi sur le divan en cuir.",B2
"Pendant que la salle se remplit petit à petit,  ce qui explique que les adultes ont tant de mal à apprendre les langues étrangères",C2
"Mon ordinateur ne fonctionne plus, je dois le changer. Ça faisait longtemps que je ne m'étais pas fait plaisir.",A2
"Côté intrigue,  sans cohérence aussi entre les enseignants ?",C2
"Pour conjurer les deux mois de vacances,  votre attention s'il vous plaît.",C2
"Dites-lui qu'un pauvre berger lui souhaite le bonjour, et qu'il le prie de le secourir ."" Les nominations présidentielles ont besoin de 51 voix pour être approuvées par le Sénat.",B2
Les profils retenus seront rappelés pour participer aux entretiens et aux quarante-deux heures de concours. Le service des affaires socio-culturelles de l'Université,B2
"Il agite son petit nez rose quand il me voit Ma grand-mère fait des gâteaux tous les jours Pour certains auteurs, les conséquences pourraient être une évolution importante de l'organisation traditionnelle de l'entreprise",C2
"Elle se classe première parmi les meilleures de sa catégorie. Ensuite, Marie et moi, on est allés regarder dans une librairie et on a trouvé un livre de contes pour enfant très joli.",B2
"La Fondation La Main à la pâte a été créée en 2011, dans la continuité de l'opération du même nom lancée en 1995 par l'Académie des sciences à l'initiative du prix Nobel de physique, Georges Charpak. Ils ont décimé les Amérindiens et ont employé des esclaves africains dans leurs mines et leurs plantations.",C1
"Je vous remercie et je vous souhaite une très bonne journée. Mais comme tout le monde s'est dit la même chose, alors on a beaucoup plus de monde que d'habitude.",B1
"Mais,  certains me pensaient même un peu folle.",C2
"Le modele theorique mis en oeuvre ici s'appuie sur l'idee d'un dispositif representatif qui jouerait sur trois niveaux : scenique,  toutes choses qui sont des attitudes d'adulte",C2
"Tous les matins,  plutôt que d'utiliser le maillage communal comme grille d'observation.",C1
Le paysage devient tout blanc à cause de la neige et de la glace. J'étais donc lycéen et pompier à la fois.,A2
"Trop se spécialiser dans un environnement qui change sans cesse, c'est comme rouler vite avec des oeillères. Je ne suporte pas les plats gras.",C2
"Il a ouvert un gîte de randonneurs en Haute-Savoie. Si tu as mal au dos, je peux te faire un massage, ça aide souvent.",C1
"Son pelage était celui d'un loup, avec une dominante grise nettement marquée, mais des reflets rouges insaisissables, furtifs comme des ombres, couraient par instants dans sa fourrure, la faisant paraître tantôt grise, tantôt - trop fugacement pour que l'impression demeure - d'une belle couleur fauve. La science en fait partie.",C2
"L'une de ses dernières initiatives a été la création du festival Best of Doc,  une main se tendait à travers une fente.",C1
Il n'y a qu'à observer la métamorphose des rues commerçantes pouren être convaincu. Nous pouvons affirmer avec certitude que cette zone était utilisée comme cimetière entre le dernier quart du Ier siècle et la première moitié du IIe siècle de notre ère.,C1
"Virginie adore les vacances à la mer Ces nouveaux seniors ne joueront pas à faire de la figuration, pronostique Robert Rochefort, directeur général du Centre de recherche pour l'étude et l'observation des conditions de vie (Credoc) et auteur de Vive le papy-boom (Odile Jacob).",C1
"Paul Boury, 52 ans, conseiller en communication doté d'un carnet d'adresses en or, est de ces quinquas heureux. J'ai décidé de peindre les murs en jaune et d'y installer mon piano.",C1
"L'assujettissement illimité touche les personnes domiciliées ou séjournant en Suisse et concerne le revenu mondial. Quand il parcourait à cheval les plaines de son royaume, vêtu seulement de grègues en cuir et d'un manteau de laine qui flottait au vent, les femmes et les jeunes filles le regardaient passer en retenant leur souffle.",B2
"La climatisation a longtemps été superflue dans les maisons de retraite mais cet été,  qui consiste à accorder la préférence aux affaires dont l'intérêt provient moins de la sauvagerie du crime que de l'ingéniosité et de l'imprévu de la solution.",C2
La liberté humaine est-elle donc possible Peut-être que je devrais avancer un peu mon réveil pour éviter ça,C2
Le risque de plagiat? L'incompétence linguistique des responsables français est une blague récurrente des sommets européens tout comme des grandes entreprises internationales,C2
"En effet,  au bon vouloir d'employeurs peu scrupuleux.",C1
"En partenariat avec l'INPES (Institut National de Prévention et d'Éducation pour la Santé),  mon argent.",C2
"Ils sont tolérants et compréhensifs, à condition que les enfants réussissent leurs études. Ce peuple a seulement des contacts avec des voyageurs égarés et quelques marchands.",B2
"Il s'est également arrêté dans une boulangerie où il a longuement hésité entre un pain au chocolat, un croissant, et une brioche aux pralines, pâtisserie typiquement lyonnaise Les robots humanoïdes n'en sont qu'à leurs balbutiements.",C2
"Se précipiter avec violence dans un passage. Il doit faire quelques courses, il compte aussi faire un peu de rangement.",B1
"En cette grande occasion,  il faut que les deux parties soient d'accord.",C1
"Certains d'entre ceux-là s'élevaient hauts et droits comme des chênes ; d'autres au contraire se ramassaient courts,  et à ouvrir le rocher en le touchant avec l'herbe merveilleuse.",B2
"Mais un certain écart demeure avec les hommes, notamment chez les plus jeunes. Je voudrais un café s'il-vous-plaît !",B1
"Quand ils se verront, elle pleurera et elle s'évanouira ; l'émotion sera trop grande. Armel Le Cléach arrive cet après-midi au large des Sables d'Olonne",C1
"Les compagnonnages noués entre voyageurs se révèlent parfois pesants et Kassák finit par se fâcher avec son premier acolyte,  ce restaurant n'est pas pour vous !",C2
"Une fois rentrés chez eux,  cette grâce raidie et comme adolescente des chiffons de femme qui n'ont pas été portés.",C2
"Cependant,  ça procure un vrai plaisir.",B1
La presse s'est abondamment fait l'écho des effets secondaires ressentis par les soignants de moins de 65 ans. Les maladies inflammatoires chroniques de l'intestin font parties des priorités de santé publique en gastroentérologie.,C1
Le thé est trop chaud pour le boire. Presque tous les jeunes déclarent aimer leur collège ou leur lycée.,B2
"Bruno Boulianne et la petite Lila plantent des graines de fines herbes. Cette quête de l'altérité zonale laissa au milieu du XXe une marque géographique frappante : lorsque s'imposa l'idée de tiers-monde, il s'avéra que les pays sous-développés étaient alors très majoritairement situés dans la zone intertropicale, le ""Sud"".",C2
Cette réponse me bouleversa. Les usines sont situées à Mattighofen au nord de Salzbourg.,C2
"Ce n'est pas juste. Enfermés dans la souricière d'amour, condamnés aux travaux d'amour à perpétuité, ils étaient couchés l'un près de l'autre, beaux, tendres aimants et sans but.",C2
250 nouveaux talents seront sur le marché du travail d'ici la fin de l'année. Ils se sont construits quasi exclusivement dans la réussite sociale.,C1
"Mes plus subtils efforts s'inanisèrent devant le parti pris mutiste du père de Georges. J'étais toujours dans ses jambes, effectivement, à goûter tous ses plats",C2
"Bruxelles est en droit de défendre les politiques qu'elle conduit. Dans les quartiers, certains voisins s'entendent pour ouvrir la porte aux enfants et font donc une provision de bonbons au cas où un groupe de mini sorcières sonnerait à la porte",B2
"Elle les renvoie à leur cinquantaine,  trentaine tous les ans et qui ont du mal à recruter des développeurs de qualité.",C1
"Quand les couches-culottes usagées des maisons de retraite arrivent ici,  que les autres élèves appelèrent bientôt le grand Meaulnes.",C1
Les enfant n'avaient pas envie de travailler leurs devoirs après l'école. Tu as des nouvelles de Paul,A2
"Le matin,  l'apparition de l'ennemi ou l'heure du jugement.",C2
"L'enseignant, l'artisan, dans sa classe, avec ses moyens, avec sa vision, avec ses élèves, dans un univers assez clos, qui va mettre au point sa classe inversée. Le soleil aplatissait le chemin du Quai à grands coups de langue",C2
Mais pas en proposant des portions microscopiques présentées de manière pompeuse. Cette assurance me calma ; je sentis ma douleur s'apaiser.,C2
"Je vais choisir un restaurant pour savourer un bon repas après cette journée bien remplie Déplorant que le Sénat ait préféré, au contraire, en rester aux dispositions initiales du projet de loi, il a conclu en constatant qu'il semblait, dans ces conditions, difficile de trouver une conciliation permettant d'aboutir à un accord en commission mixte paritaire.",C2
